id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
336389,0,0,2,0,1,-1,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.8,1.3141061601,11,1,1,0,1,14,-1,0,2,1,60,1,0.316227766,0.6996900140000001,0.3070830507,3.6055512755,0.5,0.1,0.7,2,3,9,3,10,2,9,5,0,3,6,0,0,0,1,0,0
302774,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,0.5,0.88705975,6,1,-1,1,0,16,1,0,0,1,104,2,0.4,1.1517144963,0.4147288271,3.6055512755,0.9,0.7,0.9,4,1,8,1,8,1,11,11,1,2,11,0,0,0,0,0,0
1098619,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.6,0.2,0.5782516753,5,1,0,0,1,11,1,1,3,1,104,2,0.4472135954999999,0.7137087398,0.3449637661999999,2.6457513111,0.7,0.4,0.1,3,2,8,3,10,2,13,3,1,0,4,0,1,0,1,0,0
1282272,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,1.3,1.4044571905,11,0,0,1,0,9,1,1,2,1,104,2,0.4242640687,1.2398263675,0.35,3.6055512755,0.0,0.1,0.4,0,2,10,3,9,1,10,6,3,5,13,0,1,0,1,1,0
1328084,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.6,0.2,0.6174544518,11,1,-1,0,-1,6,1,1,2,1,27,3,0.3741657387,0.7461194374,0.3907684736999999,3.3166247904,0.7,0.0,0.6,0,3,6,1,10,3,8,3,1,3,9,0,1,0,0,1,0
1080949,0,3,1,7,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0.3,0.1,-1.0,7,1,-1,0,-1,0,1,1,2,1,32,3,0.316227766,0.6134679904,0.3615245497,2.8284271247,0.6,0.0,0.2,1,5,8,5,11,2,5,6,1,2,9,1,1,0,0,0,0
1075207,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0.3,0.2,-1.0,9,1,1,0,1,11,1,0,2,1,67,2,0.3741657387,0.7707461234,0.3008321791,3.7416573868,0.2,0.2,0.0,2,0,6,0,9,5,4,6,1,2,5,0,1,1,0,0,0
657721,0,2,1,7,0,4,0,1,0,0,0,0,0,0,0,12,0,1,0,0.3,0.0,0.7301540933,5,1,0,0,1,1,1,1,2,1,52,3,0.3741657387,0.7620925954000001,0.2973213749,3.3166247904,0.5,0.4,0.3,2,2,10,4,9,3,10,9,0,4,9,0,0,0,0,0,0
942263,0,5,1,8,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.8,0.4,1.1840080236,10,1,-1,8,0,11,1,1,0,1,71,2,0.4898979486,1.1785926262,0.4949747468,3.6055512755,0.5,0.9,0.5,2,2,6,1,9,1,7,3,3,2,6,1,0,1,1,1,0
868390,0,3,2,2,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.9,0.7,1.0770329614,11,1,-1,0,-1,11,1,1,2,1,101,3,0.3741657387,0.777684633,0.3850973903,3.3166247904,0.6,0.9,0.2,4,2,9,1,10,4,11,5,1,3,8,0,1,1,0,1,0
1145361,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.7,0.3,0.7644442426000001,6,1,-1,0,0,0,1,1,0,1,34,2,0.4,0.7555305727,-1.0,3.0,0.2,0.9,0.9,2,0,7,3,10,2,12,9,0,7,5,1,0,0,1,0,0
1317572,0,3,1,2,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.8,0.3,0.548292805,6,1,-1,0,0,14,1,1,0,1,60,1,0.316227766,0.656971514,0.3472751071,3.4641016151,0.5,0.6,0.1,2,1,9,4,11,2,4,8,2,1,10,1,1,1,0,1,1
64939,0,6,1,3,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.6,0.7,1.062426468,10,1,-1,0,1,14,1,1,0,1,42,2,0.4,0.7683431783,0.3937003937,3.3166247904,0.3,0.5,0.2,2,2,7,3,9,3,10,10,1,6,5,0,1,0,0,1,0
139925,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.4,0.0,0.875,11,1,0,0,0,0,1,1,2,1,87,1,0.316227766,0.7457593612000001,0.2944486373,3.7416573868,0.2,0.2,0.5,0,2,9,4,10,4,6,14,2,3,8,0,1,1,0,1,0
789964,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.8,0.1,0.4630064794,5,1,1,0,0,0,1,1,2,1,98,3,0.4,0.8238440437000001,0.3309078421999999,3.1622776602,0.7,0.4,0.7,0,0,6,4,9,1,12,6,3,3,8,0,1,0,1,0,0
543112,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.5,0.2,0.7794228634,7,1,0,0,0,11,1,1,2,1,103,1,0.316227766,0.6096164625,0.2887905816,3.1622776602,0.9,0.1,0.5,1,1,8,4,8,4,5,4,1,1,5,0,1,1,0,0,0
421077,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.6600189391,8,1,-1,0,0,0,1,1,0,1,78,3,0.4,0.8021149729000001,0.3848376281,3.1622776602,0.9,0.2,0.3,3,3,6,4,9,4,10,7,1,2,5,0,1,0,1,0,0
